Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,season,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,match_status,candidate_transfermarkt_ids
Allan,br BRA,MF,Everton,eng Premier League,30,1991,28,25,2183,24.3,0,2,2,0,0,0,7,1,0.0,0.08,0.08,0.0,0.08,21/22,7,3,42.9,0.29,0.12,0.0,0.0,0,30,22,0,11,23,46,,,0,ambiguous_name,126422;385271
Hugo Álvarez,es ESP,"DF,MF",Celta Vigo,es La Liga,18,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,21/22,1,0,0.0,8.18,0.0,0.0,,0,0,0,0,0,0,0,,,0,ambiguous_name,75845;892929
Marcos André,br BRA,"FW,MF",Valencia,es La Liga,24,1996,29,8,973,10.8,1,3,4,1,0,0,3,0,0.09,0.28,0.37,0.09,0.37,21/22,30,8,26.7,2.77,0.74,0.03,0.13,0,23,22,4,3,7,12,,,0,ambiguous_name,481084;1084075
Beto,gw GNB,FW,Udinese,it Serie A,23,1998,28,24,2173,24.1,11,0,11,11,0,0,1,0,0.46,0.0,0.46,0.46,0.46,21/22,64,26,40.6,2.65,1.08,0.17,0.42,0,52,24,13,3,5,7,,,0,ambiguous_name,14269;35242;55485;67973;268965;595809
Jesús Corona,mx MEX,"FW,MF",Sevilla,es La Liga,28,1993,18,12,1157,12.9,2,4,6,2,0,0,2,0,0.16,0.31,0.47,0.16,0.47,21/22,12,3,25.0,0.93,0.23,0.17,0.67,0,11,27,7,53,9,7,,,0,ambiguous_name,29574;125165
Mamadou Coulibaly,sn SEN,MF,Salernitana,it Serie A,22,1999,12,9,808,9.0,2,0,2,2,0,0,1,0,0.22,0.0,0.22,0.22,0.22,21/22,10,4,40.0,1.11,0.45,0.2,0.5,0,15,10,0,8,10,12,,,0,ambiguous_name,472161;745173
Matheus Cunha,br BRA,FW,Hertha BSC,de Bundesliga,22,1999,1,1,64,0.7,0,1,1,0,0,0,0,0,0.0,1.41,1.41,0.0,1.41,21/22,2,1,50.0,2.81,1.41,0.0,0.0,0,1,3,0,0,0,0,,,0,ambiguous_name,517894;876739
Matheus Cunha,br BRA,FW,Atlético Madrid,es La Liga,22,1999,29,8,1063,11.8,6,4,10,6,0,0,3,0,0.51,0.34,0.85,0.51,0.85,21/22,37,15,40.5,3.13,1.27,0.16,0.4,0,22,26,1,7,5,12,,,0,ambiguous_name,517894;876739
Danilo,br BRA,"DF,MF",Juventus,it Serie A,30,1991,22,22,1893,21.0,1,2,3,1,0,0,6,0,0.05,0.1,0.14,0.05,0.14,21/22,13,3,23.1,0.62,0.14,0.08,0.33,0,19,11,0,13,30,27,,,0,ambiguous_name,32816;51232;54139;145707;292413;325089;519731;808509
Ben Davies,wls WAL,DF,Tottenham Hotspur,eng Premier League,28,1993,29,28,2538,28.2,1,1,2,1,0,0,6,0,0.04,0.04,0.07,0.04,0.07,21/22,18,7,38.9,0.64,0.25,0.06,0.14,0,31,18,5,18,30,21,,,0,ambiguous_name,67271;192765;257097
Tom Davies,eng ENG,MF,Everton,eng Premier League,23,1998,6,2,234,2.6,1,0,1,1,0,0,1,0,0.38,0.0,0.38,0.38,0.38,21/22,6,2,33.3,2.31,0.77,0.17,0.5,0,4,3,0,0,2,1,,,0,ambiguous_name,314210;854853
Moussa Diaby,fr FRA,MF,Leverkusen,de Bundesliga,22,1999,32,32,2760,30.7,13,12,25,13,0,1,10,1,0.42,0.39,0.82,0.42,0.82,21/22,54,26,48.1,1.76,0.85,0.24,0.5,1,38,25,17,85,8,11,,,0,ambiguous_name,395516;740565
Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,22,1999,23,10,1023,11.4,0,2,2,0,0,0,1,0,0.0,0.18,0.18,0.0,0.18,21/22,8,4,50.0,0.7,0.35,0.0,0.0,0,8,15,0,8,7,11,,,0,ambiguous_name,42506;413032
Luis Díaz,co COL,FW,Liverpool,eng Premier League,24,1997,13,11,958,10.6,4,3,7,4,0,0,0,0,0.38,0.28,0.66,0.38,0.66,21/22,38,13,34.2,3.57,1.22,0.11,0.31,0,14,14,3,14,4,7,,,0,ambiguous_name,480692;538984
Éderson,br BRA,MF,Salernitana,it Serie A,22,1999,15,13,1147,12.7,2,1,3,2,0,0,5,0,0.16,0.08,0.24,0.16,0.24,21/22,21,9,42.9,1.65,0.71,0.1,0.22,0,18,34,1,5,18,19,,,0,ambiguous_name,76470;607854
Emerson,br BRA,DF,Barcelona,es La Liga,22,1999,3,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,21/22,0,0,,0.0,0.0,,,0,3,3,0,2,2,2,,,0,ambiguous_name,1969;57159;67916;75140;149582;181778;382171;798448
Emerson,br BRA,"MF,DF",Tottenham Hotspur,eng Premier League,22,1999,31,26,2286,25.4,1,1,2,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,21/22,15,4,26.7,0.59,0.16,0.07,0.25,0,28,45,2,74,24,44,,,0,ambiguous_name,1969;57159;67916;75140;149582;181778;382171;798448
Sergio Escudero,es ESP,DF,Granada,es La Liga,31,1989,27,15,1434,15.9,2,1,3,2,0,0,6,0,0.13,0.06,0.19,0.13,0.19,21/22,21,4,19.0,1.32,0.25,0.1,0.5,0,14,20,5,31,26,26,,,0,ambiguous_name,54836;93935
Fabinho,br BRA,MF,Liverpool,eng Premier League,27,1993,29,26,2314,25.7,5,1,6,3,2,2,7,0,0.19,0.04,0.23,0.12,0.16,21/22,21,10,47.6,0.82,0.39,0.14,0.3,0,41,28,0,8,38,29,,,0,ambiguous_name,53232;75081;115552;137724;171065;210548;225693;292749;340526;627230;661284;697714;704558;726086
Fábio,br BRA,"DF,MF",Nantes,fr Ligue 1,31,1990,27,21,1667,18.5,0,2,2,0,0,0,8,1,0.0,0.11,0.11,0.0,0.11,21/22,11,1,9.1,0.59,0.05,0.0,0.0,0,30,19,1,35,35,39,,,0,ambiguous_name,22415;61891;95261;99648
Fali,es ESP,"DF,MF",Cádiz,es La Liga,27,1993,28,23,1803,20.0,0,2,2,0,0,0,6,0,0.0,0.1,0.1,0.0,0.1,21/22,14,0,0.0,0.7,0.0,0.0,,0,19,11,0,11,24,19,,,0,ambiguous_name,65281;252667
Felipe,br BRA,DF,Atlético Madrid,es La Liga,32,1989,26,15,1504,16.7,2,1,3,2,0,0,5,1,0.12,0.06,0.18,0.12,0.18,21/22,11,4,36.4,0.66,0.24,0.18,0.5,0,22,14,2,0,28,15,,,0,ambiguous_name,17127;52880;54994;128820;156501;508930;553051
Luiz Felipe,it ITA,DF,Lazio,it Serie A,24,1997,31,28,2491,27.7,0,0,0,0,0,0,9,1,0.0,0.0,0.0,0.0,0.0,21/22,5,2,40.0,0.18,0.07,0.0,0.0,0,28,17,0,2,33,23,,,0,ambiguous_name,373150;457931;548686;573907;877578;1092749
Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,26,1994,36,35,3111,34.6,10,6,16,10,0,2,10,0,0.29,0.17,0.46,0.29,0.46,21/22,89,29,32.6,2.57,0.84,0.11,0.34,0,34,47,3,149,16,27,,,0,ambiguous_name,240306;428253
Álex Fernández,es ESP,MF,Cádiz,es La Liga,28,1992,32,22,2051,22.8,3,2,5,2,1,2,2,0,0.13,0.09,0.22,0.09,0.18,21/22,21,8,38.1,0.92,0.35,0.1,0.25,0,15,23,2,68,29,31,,,0,ambiguous_name,72057;89733
Fernandinho,br BRA,"MF,DF",Manchester City,eng Premier League,36,1985,19,10,964,10.7,2,1,3,2,0,0,1,0,0.19,0.09,0.28,0.19,0.28,21/22,18,4,22.2,1.68,0.37,0.11,0.5,0,14,10,0,2,8,10,,,0,ambiguous_name,26267;54145;79732;80131;230937;442818;639314
Fernando,br BRA,"MF,DF",Sevilla,es La Liga,34,1987,24,21,1850,20.6,1,1,2,1,0,0,6,0,0.05,0.05,0.1,0.05,0.1,21/22,6,1,16.7,0.29,0.05,0.17,1.0,0,16,11,1,1,31,17,,,0,ambiguous_name,15721;19218;51174;57668;76093;105456;158521;424205;550495;731057
Francesco Forte,it ITA,FW,Venezia,it Serie A,28,1993,12,4,422,4.7,1,0,1,1,0,0,3,0,0.21,0.0,0.21,0.21,0.21,21/22,11,2,18.2,2.35,0.43,0.09,0.5,0,11,7,2,2,0,2,,,0,ambiguous_name,164534;382571
Fred,br BRA,MF,Manchester Utd,eng Premier League,28,1993,28,24,2028,22.5,4,4,8,4,0,0,5,0,0.18,0.18,0.36,0.18,0.36,21/22,15,9,60.0,0.67,0.4,0.27,0.44,0,31,30,0,3,31,27,,,1,ambiguous_name,31005;191614
Álvaro García,es ESP,MF,Rayo Vallecano,es La Liga,28,1992,36,34,2998,33.3,7,4,11,7,0,0,6,0,0.21,0.12,0.33,0.21,0.33,21/22,68,24,35.3,2.04,0.72,0.1,0.29,0,24,25,12,192,41,24,,,0,ambiguous_name,64393;98849;257062;495600;891153
Dani García,es ESP,MF,Athletic Club,es La Liga,31,1990,32,27,2177,24.2,0,0,0,0,0,0,9,0,0.0,0.0,0.0,0.0,0.0,21/22,12,2,16.7,0.5,0.08,0.0,0.0,0,44,22,1,4,25,21,,,0,ambiguous_name,7608;178425;451437;935088
David García,es ESP,DF,Osasuna,es La Liga,27,1994,35,35,3105,34.5,4,0,4,4,0,0,8,0,0.12,0.0,0.12,0.12,0.12,21/22,31,4,12.9,0.9,0.12,0.13,1.0,0,53,21,0,0,54,14,,,0,ambiguous_name,7878;44012;62182;298589;327649;971693
Fran Garcia,es ESP,DF,Rayo Vallecano,es La Liga,21,1999,34,34,3025,33.6,1,0,1,1,0,0,4,0,0.03,0.0,0.03,0.03,0.03,21/22,25,8,32.0,0.74,0.24,0.04,0.13,0,24,15,2,127,47,39,,,0,ambiguous_name,152284;341264;512084
Manu García,es ESP,MF,Alavés,es La Liga,23,1998,24,10,1077,12.0,0,1,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,21/22,8,1,12.5,0.67,0.08,0.0,0.0,0,24,33,0,43,12,9,,,0,ambiguous_name,76273;446289
Raúl García,es ESP,FW,Athletic Club,es La Liga,35,1986,35,24,1802,20.0,6,2,8,6,0,1,3,0,0.3,0.1,0.4,0.3,0.4,21/22,44,14,31.8,2.2,0.7,0.14,0.43,0,49,32,11,21,9,14,,,0,ambiguous_name,34601;59341;631002
Rubén García,es ESP,"MF,FW",Osasuna,es La Liga,28,1993,37,30,2375,26.4,1,6,7,1,0,2,1,0,0.04,0.23,0.27,0.04,0.27,21/22,33,12,36.4,1.25,0.45,0.03,0.08,0,35,28,8,199,24,27,,,0,ambiguous_name,213260;325852;361238
Unai García,es ESP,DF,Osasuna,es La Liga,29,1992,18,15,1408,15.6,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,21/22,8,0,0.0,0.51,0.0,0.0,,0,10,7,0,8,23,12,,,0,ambiguous_name,197122;629384
Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,23,1998,20,17,1377,15.3,2,2,4,2,0,0,6,0,0.13,0.13,0.26,0.13,0.26,21/22,14,2,14.3,0.92,0.13,0.14,1.0,0,40,19,0,44,15,24,,,0,ambiguous_name,43008;251309
Gerson,br BRA,"MF,FW",Marseille,fr Ligue 1,24,1997,35,29,2544,28.3,9,4,13,9,0,0,3,0,0.32,0.14,0.46,0.32,0.46,21/22,45,18,40.0,1.59,0.64,0.2,0.5,0,43,63,2,18,14,18,,,0,ambiguous_name,161438;341705
Ben Gibson,eng ENG,DF,Norwich City,eng Premier League,28,1993,28,28,2494,27.7,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,21/22,8,4,50.0,0.29,0.14,0.0,0.0,1,12,9,0,2,28,17,,,0,ambiguous_name,128904;1109825
Óscar Gil,es ESP,DF,Espanyol,es La Liga,24,1997,22,20,1688,18.8,0,2,2,0,0,0,7,0,0.0,0.11,0.11,0.0,0.11,21/22,6,1,16.7,0.32,0.05,0.0,0.0,0,36,24,2,37,20,35,,,0,ambiguous_name,199341;544106
André Gomes,pt POR,MF,Everton,eng Premier League,28,1993,14,7,619,6.9,0,1,1,0,0,0,3,0,0.0,0.15,0.15,0.0,0.15,21/22,14,4,28.6,2.04,0.58,0.0,0.0,0,24,8,0,6,1,4,,,0,ambiguous_name,221025;670710
Dani Gómez,es ESP,FW,Levante,es La Liga,23,1998,28,11,1063,11.8,4,2,6,4,0,0,1,0,0.34,0.17,0.51,0.34,0.51,21/22,31,14,45.2,2.62,1.19,0.13,0.29,0,18,20,11,6,3,4,,,0,ambiguous_name,72333;422460
Álvaro González,es ESP,"DF,MF",Marseille,fr Ligue 1,31,1990,6,5,451,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,21/22,2,0,0.0,0.4,0.0,0.0,,0,7,7,0,0,1,3,,,0,ambiguous_name,55342;55957;183647;228752;458585;529909
Diego González,es ESP,DF,Elche,es La Liga,26,1995,28,19,1793,19.9,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,21/22,4,1,25.0,0.2,0.05,0.0,0.0,0,24,3,0,0,17,16,,,0,ambiguous_name,349836;513441;560451;674429;873981
Édgar González,es ESP,DF,Real Betis,es La Liga,24,1997,21,14,1464,16.3,1,1,2,1,0,0,6,0,0.06,0.06,0.12,0.06,0.12,21/22,5,1,20.0,0.31,0.06,0.2,1.0,0,21,8,0,1,24,18,,,0,ambiguous_name,53002;401624
Lamine Gueye,sn SEN,"MF,FW",Metz,fr Ligue 1,23,1998,14,7,555,6.2,0,3,3,0,0,0,0,0,0.0,0.49,0.49,0.0,0.49,21/22,13,7,53.8,2.11,1.14,0.0,0.0,0,7,10,3,49,3,4,,,0,ambiguous_name,568701;1118685
Bruno Guimarães,br BRA,MF,Newcastle United,eng Premier League,23,1997,17,11,1034,11.5,5,1,6,5,0,0,4,0,0.44,0.09,0.52,0.44,0.52,21/22,23,12,52.2,2.0,1.04,0.22,0.42,0,13,36,4,12,11,27,,,0,ambiguous_name,520624;876750
Bruno Guimarães,br BRA,MF,Lyon,fr Ligue 1,23,1997,20,19,1634,18.2,0,3,3,0,0,0,2,0,0.0,0.17,0.17,0.0,0.17,21/22,11,2,18.2,0.61,0.11,0.0,0.0,0,30,59,1,27,22,32,,,0,ambiguous_name,520624;876750
Liam Henderson,sct SCO,MF,Empoli,it Serie A,25,1996,38,23,2020,22.4,2,3,5,2,0,0,4,0,0.09,0.13,0.22,0.09,0.22,21/22,42,17,40.5,1.87,0.76,0.05,0.12,0,59,22,3,87,9,13,,,0,ambiguous_name,80593;193867;328429
Henrique,br BRA,"DF,MF",Lyon,fr Ligue 1,27,1994,18,12,1105,12.3,0,1,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,21/22,5,0,0.0,0.41,0.0,0.0,,0,13,14,0,21,21,8,,,0,ambiguous_name,52513;57397;86645;109307;153703;226141;982615;989573
Luis Henrique,br BRA,"MF,FW",Marseille,fr Ligue 1,19,2001,20,7,699,7.8,0,1,1,0,0,0,0,0,0.0,0.13,0.13,0.0,0.13,21/22,6,2,33.3,0.77,0.26,0.0,0.0,0,6,4,5,12,4,3,,,0,ambiguous_name,379877;691316
Luis Hernández,es ESP,DF,Cádiz,es La Liga,32,1989,16,15,1366,15.2,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,21/22,6,2,33.3,0.4,0.13,0.0,0.0,0,9,7,1,9,16,6,,,0,ambiguous_name,62945;427072;533351
Patrick Herrmann,de GER,MF,Gladbach,de Bundesliga,30,1991,23,5,754,8.4,0,4,4,0,0,0,1,0,0.0,0.48,0.48,0.0,0.48,21/22,13,4,30.8,1.55,0.48,0.0,0.0,0,7,8,4,62,6,8,,,0,ambiguous_name,32711;57101
Jonas Hofmann,de GER,MF,Gladbach,de Bundesliga,29,1992,26,24,2078,23.1,12,5,17,12,0,0,1,0,0.52,0.22,0.74,0.52,0.74,21/22,54,23,42.6,2.34,1.0,0.22,0.52,0,23,20,7,139,13,19,,,0,ambiguous_name,7161;227085
Iago,br BRA,"DF,MF",Augsburg,de Bundesliga,24,1997,28,26,2174,24.2,2,5,7,2,0,0,3,0,0.08,0.21,0.29,0.08,0.29,21/22,12,5,41.7,0.5,0.21,0.17,0.4,0,19,16,4,91,26,27,,,1,ambiguous_name,519874;520468
Igor,br BRA,DF,Fiorentina,it Serie A,23,1998,30,23,2242,24.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,21/22,7,1,14.3,0.28,0.04,0.0,0.0,0,28,5,0,2,30,34,,,0,ambiguous_name,13959;26240
Reece James,eng ENG,MF,Chelsea,eng Premier League,21,1999,26,22,1864,20.7,5,9,14,5,0,0,4,1,0.24,0.43,0.68,0.24,0.68,21/22,37,10,27.0,1.79,0.48,0.14,0.5,0,20,31,4,107,15,24,,,1,ambiguous_name,245585;472423
Mathias Jensen,dk DEN,MF,Brentford,eng Premier League,25,1996,31,19,1601,17.8,0,1,1,0,0,0,0,0,0.0,0.06,0.06,0.0,0.06,21/22,19,5,26.3,1.07,0.28,0.0,0.0,0,19,7,3,81,22,18,,,0,ambiguous_name,319859;695210
João Pedro,br BRA,"FW,MF",Watford,eng Premier League,19,2001,28,15,1644,18.3,3,1,4,3,0,0,1,0,0.16,0.05,0.22,0.16,0.22,21/22,47,16,34.0,2.57,0.88,0.06,0.19,0,15,30,6,24,12,15,,,0,ambiguous_name,25464;44780;129129;298410;342024;351979;376157;428787;626724;658670;689546;862924;867814;876440;987503;992531
Jorginho,it ITA,MF,Chelsea,eng Premier League,29,1991,29,26,2273,25.3,6,2,8,0,6,7,5,0,0.24,0.08,0.32,0.0,0.08,21/22,16,9,56.3,0.63,0.36,0.0,0.0,0,30,38,0,3,35,36,,,0,ambiguous_name,17373;28837;102017;112985;155470;462248
Joselu,es ESP,FW,Alavés,es La Liga,31,1990,37,35,3122,34.7,14,4,18,8,6,7,0,0,0.4,0.12,0.52,0.23,0.35,21/22,97,41,42.3,2.8,1.18,0.08,0.2,0,43,57,11,31,7,11,,,0,ambiguous_name,72061;81999
Juanmi,es ESP,MF,Real Betis,es La Liga,28,1993,33,26,2131,23.7,16,4,20,16,0,0,5,0,0.68,0.17,0.84,0.68,0.84,21/22,54,30,55.6,2.28,1.27,0.3,0.53,0,40,15,18,4,10,26,,,0,ambiguous_name,7484;126737
Koke,es ESP,MF,Atlético Madrid,es La Liga,29,1992,31,29,2508,27.9,1,2,3,1,0,0,6,0,0.04,0.07,0.11,0.04,0.11,21/22,12,6,50.0,0.43,0.22,0.08,0.17,0,29,27,0,34,22,29,,,0,ambiguous_name,16132;74229
Diego Llorente,es ESP,DF,Leeds United,eng Premier League,27,1993,28,28,2340,26.0,3,0,3,3,0,0,7,0,0.12,0.0,0.12,0.12,0.12,21/22,10,3,30.0,0.38,0.12,0.3,1.0,0,23,21,0,1,39,32,,,0,ambiguous_name,246291;710131
David López,es ESP,"MF,DF",Espanyol,es La Liga,31,1989,18,8,743,8.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,21/22,5,4,80.0,0.61,0.48,0.0,0.0,0,9,6,0,0,9,15,,,0,ambiguous_name,25462;129444;640985;711963;947431
Javi López,es ESP,DF,Alavés,es La Liga,19,2002,9,4,462,5.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,21/22,0,0,,0.0,0.0,,,0,6,12,0,14,4,4,,,0,ambiguous_name,72310;129653;568158;697631;705401
Jean Lucas,br BRA,MF,Monaco,fr Ligue 1,23,1998,28,18,1445,16.1,1,1,2,1,0,0,3,1,0.06,0.06,0.12,0.06,0.12,21/22,26,9,34.6,1.62,0.56,0.04,0.11,1,27,25,2,65,14,25,,,0,ambiguous_name,532828;578872
Marcelo,br BRA,DF,Real Madrid,es La Liga,33,1988,12,5,525,5.8,0,2,2,0,0,0,0,0,0.0,0.34,0.34,0.0,0.34,21/22,8,3,37.5,1.37,0.51,0.0,0.0,0,3,8,0,28,1,4,,,0,ambiguous_name,28900;44501;52920;190185;333807;554457;698782;731004
Marcelo,br BRA,DF,Bordeaux,fr Ligue 1,34,1987,11,11,898,10.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,21/22,3,0,0.0,0.3,0.0,0.0,,0,7,2,0,1,11,5,,,1,ambiguous_name,28900;44501;52920;190185;333807;554457;698782;731004
Marcelo,br BRA,DF,Lyon,fr Ligue 1,34,1987,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,21/22,2,0,0.0,1.0,0.0,0.0,,0,3,1,0,0,4,3,,,1,ambiguous_name,28900;44501;52920;190185;333807;554457;698782;731004
José Mari,es ESP,MF,Cádiz,es La Liga,33,1987,11,4,386,4.3,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,21/22,4,2,50.0,0.93,0.47,0.0,0.0,1,8,7,0,1,7,7,,,0,ambiguous_name,6194;51624;225462
Mariano,do DOM,FW,Real Madrid,es La Liga,27,1993,9,3,342,3.8,1,1,2,1,0,0,2,0,0.26,0.26,0.53,0.26,0.53,21/22,14,3,21.4,3.68,0.79,0.07,0.33,0,2,0,4,1,1,0,,,0,ambiguous_name,54155;71497
Marquinhos,br BRA,DF,Paris Saint-Germain,fr Ligue 1,27,1994,32,32,2861,31.8,5,0,5,5,0,0,5,0,0.16,0.0,0.16,0.16,0.16,21/22,21,8,38.1,0.66,0.25,0.24,0.63,0,6,10,1,6,13,15,,,0,ambiguous_name,97;54132;74567;82972;181767;516722;582301;668268;705180;871802
Iván Martín,es ESP,MF,Alavés,es La Liga,22,1999,6,2,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,21/22,1,0,0.0,0.54,0.0,0.0,,0,2,1,0,3,1,1,,,0,ambiguous_name,339752;341278
Gabriel Martinelli,br BRA,"MF,FW",Arsenal,eng Premier League,20,2001,29,21,1860,20.7,6,6,12,5,1,1,3,1,0.29,0.29,0.58,0.24,0.53,21/22,52,16,30.8,2.52,0.77,0.1,0.31,1,23,20,10,74,19,20,,,0,ambiguous_name,655488;1050805
Javi Martínez,es ESP,MF,Osasuna,es La Liga,21,1999,26,9,879,9.8,1,1,2,1,0,0,1,0,0.1,0.1,0.2,0.1,0.2,21/22,10,2,20.0,1.02,0.2,0.1,0.5,0,15,9,0,31,10,15,,,0,ambiguous_name,44017;51646;73270;405824;471474
Pablo Martínez,es ESP,MF,Levante,es La Liga,23,1998,13,7,656,7.3,0,1,1,0,0,0,2,0,0.0,0.14,0.14,0.0,0.14,21/22,11,1,9.1,1.51,0.14,0.0,0.0,0,12,9,1,14,16,9,,,0,ambiguous_name,282900;568835;737127
